 0.43141E+00 0.28371E-02 0.00000E+00   155010    14091    5     2296 0.532E+04 0.29903E-06  0.43141E+00  0.18603E-03  0.18603E-03     2296
   3    0.43390E+00    0.96445E-02    0.31435E+01    0.69051E+02    0.43390E+00
   4    0.43253E+00    0.55132E-02    0.25493E+01    0.60043E+02    0.43253E+00
   5    0.43061E+00    0.35226E-02    0.23138E+01    0.61756E+02    0.43061E+00
